building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database,quality_assurance
603,yes,Renata De Vecchi,"De Vecchi, R. et al. Thermal history and its influence on occupants' thermal acceptability and cooling preferences in warm-humid climates: a new desire for comfort? Proceedings of 7th Windsor Conference: The changing context of comfort in an unpredictable world Cumberland Lodge, Windsor, UK, 12-15 April 2012. London: Network for Comfort and Energy Use in Buildings, http://nceub.org.uk.",americas,brazil,florianopolis,-27.5948036,-48.5569286,humid subtropical,office,mixed mode,2014,1225,yes,yes,yes,America/Sao_Paulo,NA,838990-99999,8.4,2.0,pass
604,yes,Max Deuble and Richard de Dear,https://doi.org/10.3763/asre.2010.0021,oceania,australia,sydney,-33.8688197,151.2092955,humid subtropical,office,mixed mode,2009,715,categorical,yes,yes,Australia/Sydney,original_data,947680-99999,2.3,2.0,pass
605,yes,Max Deuble and Richard de Dear,https://doi.org/10.3763/asre.2010.0021,oceania,australia,sydney,-33.8688197,151.2092955,humid subtropical,office,mixed mode,2009,644,categorical,yes,yes,Australia/Sydney,original_data,947680-99999,2.3,2.0,pass
606,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,bedong,5.7288367,100.5071369,tropical rainforest,multifamily housing,naturally ventilated,2008,43,categorical,yes,yes,Asia/Kuala_Lumpur,NA,486020-99999,32,2.0,pass
607,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,beverly hills,4.210484,101.975766,hot-summer mediterranean,multifamily housing,naturally ventilated,2007,27,categorical,yes,yes,Asia/Kuala_Lumpur,NA,NA,NA,2.0,pass
608,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,kinarut,5.8369702,116.0432527,tropical rainforest,multifamily housing,naturally ventilated,2008,10,categorical,yes,yes,Asia/Kuching,NA,964710-99999,11.2,2.0,pass
609,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,multifamily housing,naturally ventilated,2007,399,categorical,yes,yes,Asia/Kuching,ghcn_d,964710-99999,5.4,2.0,pass
610,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,kota kinabalu,5.980408,116.0734568,tropical rainforest,multifamily housing,naturally ventilated,2007,335,categorical,yes,yes,Asia/Kuching,ghcn_d,964710-99999,5.4,2.0,pass
611,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,kuala lumpur,3.139003,101.686855,tropical rainforest,multifamily housing,naturally ventilated,2007,7,categorical,yes,yes,Asia/Kuala_Lumpur,ghcn_d,486470-99999,15.3,2.0,pass
612,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,kuching,1.553504,110.3592927,tropical rainforest,multifamily housing,naturally ventilated,2008,9,categorical,yes,yes,Asia/Kuching,ghcn_d,964130-99999,7.7,2.0,pass
613,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,asia,malaysia,putra jaya,2.926361,101.696445,tropical rainforest,multifamily housing,naturally ventilated,2008,47,categorical,yes,yes,Asia/Kuala_Lumpur,NA,486500-99999,20.1,2.0,pass
614,yes,Harimi Djamila,https://doi.org/10.1016/j.buildenv.2013.01.017,NA,malaysia,NA,NA,NA,tropical rainforest,multifamily housing,naturally ventilated,2007,13,categorical,yes,yes,NA,NA,NA,NA,2.0,pass
615,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,goulburn,-34.7567489,149.713629,temperate oceanic,senior center,mixed mode,2016,49,categorical,yes,no,Australia/Sydney,original_data,NA,NA,2.0,pass
616,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,goulburn,-34.7567489,149.713629,temperate oceanic,senior center,mixed mode,2016,50,categorical,yes,no,Australia/Sydney,original_data,NA,NA,2.0,pass
617,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,wollongong,-34.4248336,150.8931132,humid subtropical,senior center,mixed mode,2016,44,categorical,yes,no,Australia/Sydney,original_data,NA,NA,2.0,pass
618,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,wollongong,-34.4248336,150.8931132,humid subtropical,senior center,mixed mode,2015,45,categorical,yes,no,Australia/Sydney,original_data,NA,NA,2.0,pass
619,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,wollongong,-34.4248336,150.8931132,humid subtropical,senior center,mixed mode,2015,157,categorical,yes,no,Australia/Sydney,original_data,NA,NA,2.0,pass
620,yes,Federico Tartarini,https://doi.org/10.1016/j.buildenv.2018.01.018,oceania,australia,wollongong,-34.4248336,150.8931132,humid subtropical,senior center,mixed mode,2016,164,categorical,yes,no,Australia/Sydney,NA,NA,NA,2.0,pass
621,yes,Veronika Foldvary,https://doi.org/10.1016/j.buildenv.2017.06.009,europe,slovakia,bratislava,48.1485965,17.1077477,temperate oceanic,multifamily housing,naturally ventilated,2013,74,no,yes,no,Europe/Bratislava,NA,NA,NA,2.0,pass
622,yes,Veronika Foldvary,https://doi.org/10.1016/j.buildenv.2017.06.009,europe,slovakia,bratislava,48.1485965,17.1077477,temperate oceanic,multifamily housing,naturally ventilated,2014,94,no,yes,no,Europe/Bratislava,NA,NA,NA,2.0,pass
623,yes,Gwelen Paliaga,"Gail Brager, Gwelen Paliaga, Richard de Dear. Operable windows, personal control and occupant comfort. ASHRAE Transactions. 110(2)",americas,usa,berkeley,37.8715226,-122.273042,warm-summer mediterranean,office,naturally ventilated,2002,1042,yes,yes,yes,America/Los_Angeles,original_data,724930-99999,14.4,2.0,pass
624,yes,Gwelen Paliaga,"Gail Brager, Gwelen Paliaga, Richard de Dear. Operable windows, personal control and occupant comfort. ASHRAE Transactions. 110(2)",americas,usa,berkeley,37.8715226,-122.273042,warm-summer mediterranean,office,naturally ventilated,2003,938,no,yes,yes,America/Los_Angeles,original_data,724930-99999,14.4,2.0,pass
625,yes,Yufeng Zhang,https://doi.org/10.1016/j.enbuild.2008.08.005,asia,china,changsha,28.2277799,112.93886,humid subtropical,multifamily housing,naturally ventilated,2007,47,no,no,no,Asia/Shanghai,NA,NA,NA,2.0,pass
626,yes,Yufeng Zhang,https://doi.org/10.1016/j.enbuild.2008.08.005,asia,china,yueyang,29.3572799,113.12919,humid subtropical,multifamily housing,naturally ventilated,2007,118,no,no,no,Asia/Shanghai,NA,NA,NA,2.0,pass
627,yes,Yufeng Zhang,https://doi.org/10.1016/j.enbuild.2008.08.005,asia,china,yueyang,29.3572799,113.12919,humid subtropical,multifamily housing,NA,2006,50,no,no,no,Asia/Shanghai,NA,NA,NA,2.0,pass
628,yes,Marcel Schweiker,https://doi.org/10.1016/j.buildenv.2016.03.014,europe,germany,karlsruhe,49.0068901,8.4036527,temperate oceanic,office,mixed mode,2011,195,no,yes,yes,Europe/Berlin,original_data,107275-99999,34.7,2.0,pass
629,yes,Marcel Schweiker,https://doi.org/10.1016/j.buildenv.2016.03.014,europe,germany,karlsruhe,49.0068901,8.4036527,temperate oceanic,office,naturally ventilated,2011,132,no,yes,yes,Europe/Berlin,original_data,107275-99999,34.7,2.0,pass
630,yes,Marcel Schweiker,https://doi.org/10.1016/j.buildenv.2016.03.014,europe,germany,karlsruhe,49.0068901,8.4036527,temperate oceanic,office,mixed mode,2011,136,no,yes,yes,Europe/Berlin,original_data,107275-99999,34.7,2.0,pass
631,yes,Marcel Schweiker,https://doi.org/10.1016/j.buildenv.2016.03.014,europe,germany,stuttgart,48.7758459,9.1829321,temperate oceanic,office,mixed mode,2012,60,no,yes,yes,Europe/Berlin,original_data,107380-99999,10,2.0,pass
632,yes,Marcel Schweiker,https://doi.org/10.1016/j.buildenv.2016.03.014,europe,germany,stuttgart,48.7758459,9.1829321,temperate oceanic,office,naturally ventilated,2012,105,no,yes,yes,Europe/Berlin,original_data,107380-99999,10,2.0,pass
633,yes,Shahin Heidari,https://doi.org/10.1016/S0378-7788(02)00011-7,asia,iran,ilam,33.6349736,46.415281,hot-summer mediterranean,office,naturally ventilated,1999,513,no,no,no,Asia/Tehran,NA,NA,NA,2.0,pass
634,yes,Shahin Heidari,https://doi.org/10.1016/S0378-7788(02)00011-7,asia,iran,ilam,33.6349736,46.415281,hot-summer mediterranean,office,naturally ventilated,1999,378,yes,no,yes,Asia/Tehran,ghcn_d,407660-99999,104.7,2.0,pass
635,yes,Anoop Honnekeri,"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",americas,usa,alameda,37.7798721,-122.2821855,cool-summer mediterranean,office,naturally ventilated,2011,745,no,yes,yes,America/Los_Angeles,original_data,994033-99999,1.6,2.0,pass
636,yes,Anoop Honnekeri,"Honnekeri, A. Pigman, M. C. Zhang, H. Arens, E. Fountain, M. Zhai, Y. Dutton, S. Use of adaptive actions and thermal comfort in a naturally ventilated office, Proceedings of the 13th International Conference Indoor Air (2014) Hong Kong.",americas,usa,alameda,37.7798721,-122.2821855,cool-summer mediterranean,office,naturally ventilated,2011,663,no,yes,yes,America/Los_Angeles,original_data,994033-99999,1.6,2.0,pass
637,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,multifamily housing,naturally ventilated,2011,472,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
638,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,air conditioned,2011,13,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
639,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,mixed mode,2011,382,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
640,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,naturally ventilated,2011,32,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
641,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,air conditioned,2011,47,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
642,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,mixed mode,2011,154,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
643,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,naturally ventilated,2011,12,yes,no,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
644,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,classroom,air conditioned,2011,94,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
645,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,multifamily housing,mixed mode,2011,3,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
646,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,multifamily housing,naturally ventilated,2011,847,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
647,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,air conditioned,2011,49,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
648,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,mixed mode,2011,110,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
649,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,office,naturally ventilated,2011,10,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
650,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,air conditioned,2011,474,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
651,yes,Shivraj Dhaka and Jyotirmay Mathur,"Honnekeri, A., Brager, G., Dhaka, S., & Mathur, J. (2014). Comfort and adaptation in mixed-mode buildings in a hot-dry climate.",asia,india,jaipur,26.9124336,75.7872709,hot semi-arid,others,mixed mode,2011,160,yes,yes,yes,Asia/Kolkata,original_data,423480-99999,10.1,2.0,pass
652,yes,Jorn Toftum,Indoor Climate Survey at Espergearde Gymnasium. Master thesis. Technical University of Denmark. Departmentof Civil Engineering. 2012.,europe,denmark,elsinore,56.030787,12.592127,temperate oceanic,classroom,naturally ventilated,2012,170,yes,no,no,Europe/Copenhagen,NA,NA,NA,2.0,pass
653,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,101,no,yes,yes,Asia/Kolkata,NA,432790-99999,13.9,2.0,pass
654,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,mixed mode,2012,1527,no,yes,yes,Asia/Kolkata,NA,432790-99999,13.9,2.0,pass
655,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,152,no,yes,yes,Asia/Kolkata,NA,432790-99999,13.9,2.0,pass
656,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,mixed mode,2012,1127,no,yes,yes,Asia/Kolkata,NA,432790-99999,13.9,2.0,pass
657,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,air conditioned,2012,70,no,yes,yes,Asia/Kolkata,NA,431280-99999,7.9,2.0,pass
658,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,mixed mode,2012,1830,no,yes,yes,Asia/Kolkata,NA,431280-99999,7.9,2.0,pass
659,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,naturally ventilated,2012,58,no,yes,yes,Asia/Kolkata,NA,431280-99999,7.9,2.0,pass
660,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,air conditioned,2012,63,no,yes,yes,Asia/Kolkata,ghcn_d,431280-99999,7.9,2.0,pass
661,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,mixed mode,2012,1085,no,yes,yes,Asia/Kolkata,NA,431280-99999,7.9,2.0,pass
662,yes,Indraganti Madhavi,https://doi.org/10.1016/j.buildenv.2014.01.002,asia,india,hyderabad,17.385044,78.486671,hot semi-arid,office,naturally ventilated,2012,35,no,yes,yes,Asia/Kolkata,ghcn_d,431280-99999,7.9,2.0,pass
663,yes,Yufeng Zhang,http://dx.doi.org/10.3969/j.issn.1674-4764.2013.02.017,asia,china,chaozhou,23.6566999,116.62296,humid subtropical,multifamily housing,naturally ventilated,2006,376,no,no,yes,Asia/Shanghai,NA,593160-99999,29.2,2.0,pass
664,yes,Hyojin Kim,"Kim, H. 2012. Methodology for rating a building's overall performance based on the ASHRAE/CIBSE/USGBC Performance Measurement Protocols for Commercial Buildings. Ph.D. dissertation, Department of Architecture, Texas A&M University.",americas,usa,texas,31.9685988,-99.9018131,humid subtropical,office,air conditioned,2011,84,yes,yes,yes,America/Chicago,original_data,999999-03072,33.8,2.0,pass
665,yes,Kyle Konis,https://doi.org/10.1016/j.buildenv.2012.09.017,americas,usa,san francisco,37.7749295,-122.4194155,warm-summer mediterranean,office,mixed mode,2010,1920,no,no,yes,America/Los_Angeles,ghcn_d,994016-99999,5.4,2.0,pass
666,yes,Kyle Konis,https://doi.org/10.1016/j.buildenv.2012.09.017,americas,usa,san francisco,37.7749295,-122.4194155,warm-summer mediterranean,office,mixed mode,2010,562,no,no,yes,America/Los_Angeles,ghcn_d,994016-99999,5.4,2.0,pass
667,yes,Kwok Alison,https://doi.org/10.1016/S0038-092X(03)00147-6,asia,japan,tokyo,35.6761919,139.6503106,humid subtropical,classroom,air conditioned,2000,31,yes,no,yes,Asia/Tokyo,NA,476713-99999,6.3,2.0,pass
668,yes,Kwok Alison,https://doi.org/10.1016/S0038-092X(03)00147-6,asia,japan,tokyo,35.6761919,139.6503106,humid subtropical,classroom,naturally ventilated,2000,43,yes,no,yes,Asia/Tokyo,ghcn_d,476713-99999,6.3,2.0,pass
669,yes,Chungyoon Chun,https://doi.org/10.1016/j.buildenv.2011.04.028,asia,south korea,seoul,37.566535,126.9779692,monsoon-influenced hot-summer humid continental,office,air conditioned,2007,147,yes,yes,yes,Asia/Seoul,ghcn_d,471080-99999,1,2.0,pass
670,yes,Chungyoon Chun,https://doi.org/10.1016/j.buildenv.2011.04.028,asia,south korea,seoul,37.566535,126.9779692,monsoon-influenced hot-summer humid continental,office,mixed mode,2007,71,yes,yes,yes,Asia/Seoul,NA,471080-99999,1,2.0,pass
671,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,782,no,no,no,America/New_York,original_data,NA,NA,2.0,pass
672,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,566,no,no,no,America/New_York,original_data,NA,NA,2.0,pass
673,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,587,no,no,no,America/New_York,original_data,NA,NA,2.0,pass
674,yes,Jared Langevin,https://doi.org/10.1016/j.jenvp.2015.01.007,americas,usa,philadelphia,39.9525839,-75.1652215,humid subtropical,office,mixed mode,2015,545,no,no,no,America/New_York,original_data,NA,NA,2.0,pass
675,yes,Yufeng Zhang,"Li Junge,Yang Liu,Lia Jiaping. Adaptive thermal comfort model for hot summer and cold winter zone. HV&AC, 2008, 38(7):20-24.",asia,china,nanyang,32.9907299,112.52851,humid subtropical,others,NA,2006,255,no,no,no,Asia/Shanghai,NA,NA,NA,2.0,pass
676,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2015,191,yes,yes,yes,Asia/Kolkata,ghcn_d,426470-99999,8.9,2.0,pass
677,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,multifamily housing,mixed mode,2015,120,yes,yes,yes,Asia/Kolkata,original_data,426470-99999,8.9,2.0,pass
678,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,55.378051,-3.435973,hot-summer mediterranean,multifamily housing,mixed mode,2015,34,yes,no,yes,Europe/London,original_data,031620-99999,16.4,2.0,pass
679,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,55.378051,-3.435973,hot-summer mediterranean,multifamily housing,naturally ventilated,2015,364,yes,no,yes,Europe/London,original_data,031620-99999,16.4,2.0,pass
680,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,55.378051,-3.435973,hot-summer mediterranean,multifamily housing,mixed mode,2015,6,yes,no,yes,Europe/London,original_data,031620-99999,16.4,2.0,pass
681,yes,Lynda Webb,"Loveday D. L., Webb L. H., Verma P., Cook M. J., Rawal R., Vadodaria K., Cropper P., Brager G., Zhang H., Foldvary V., Arens E., Babich F., Cobb R., Ariffin R., Kaam S., Toledo L. The Role of Air Motion for Providing Thermal Comfort in Residential / Mixed Mode Buildings: Multi-partner Global Innovation Initiative (GII) Project. Proceedings of 9th Windsor Conference. (2016) Windsor, UK.",europe,uk,midland,55.378051,-3.435973,hot-summer mediterranean,multifamily housing,naturally ventilated,2015,85,yes,no,yes,Europe/London,original_data,031620-99999,16.4,2.0,pass
682,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,mixed mode,2012,727,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2.0,pass
683,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,naturally ventilated,2012,258,categorical,yes,yes,Asia/Kolkata,NA,NA,NA,2.0,pass
684,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,mixed mode,2012,355,categorical,yes,yes,Asia/Kolkata,NA,426470-99999,8.9,2.0,pass
685,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,ahmedabad,23.022505,72.5713621,hot semi-arid,office,naturally ventilated,2012,167,categorical,yes,yes,Asia/Kolkata,NA,426470-99999,8.9,2.0,pass
686,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,NA,NA,tropical wet savanna,office,air conditioned,2012,424,categorical,yes,yes,NA,ghcn_d,NA,NA,2.0,pass
687,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,NA,NA,tropical wet savanna,office,naturally ventilated,2012,367,categorical,yes,yes,NA,NA,NA,NA,2.0,pass
688,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,NA,NA,tropical wet savanna,office,air conditioned,2013,200,categorical,yes,yes,NA,ghcn_d,NA,NA,2.0,pass
689,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,bangalore,NA,NA,tropical wet savanna,office,naturally ventilated,2013,160,categorical,yes,yes,NA,ghcn_d,NA,NA,2.0,pass
690,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,399,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13.9,2.0,pass
691,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,naturally ventilated,2012,189,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13.9,2.0,pass
692,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,air conditioned,2012,200,categorical,yes,yes,Asia/Kolkata,NA,432790-99999,13.9,2.0,pass
693,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,chennai,13.0826802,80.2707184,tropical wet savanna,office,naturally ventilated,2012,90,categorical,yes,yes,Asia/Kolkata,ghcn_d,432790-99999,13.9,2.0,pass
694,yes,Sanyogita Manu,https://doi.org/10.1016/j.buildenv.2015.12.019,asia,india,delhi,28.7040592,77.1024902,monsoon-influenced humid subtropical,office,air conditioned,2012,430,categorical,yes,yes,Asia/Kolkata,ghcn_d,421810-99999,15.3,2.0,pass
