building_id,building_id_inf,contributor,publication,region,country,city,lat,lon,climate,building_type,cooling_type,year,records,has_age,has_ec,has_timestamp,timezone,met_source,isd_station,isd_distance,database
93,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,61,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
94,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,22,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
95,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,46,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
96,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,38,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
97,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,100,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
98,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,105,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
99,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1992,14,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
100,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,44,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
101,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,61,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
102,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,14,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
103,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,125,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
104,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,48,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
105,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,23,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
106,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,43,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
107,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,35,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
108,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,100,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
109,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,98,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
110,no,Richard de Dear,"de Dear, R.J. & Fountain, M.E. (1994). Field experiments on occupant comfort and office thermal environments in a hot- humid climate, ASHRAE Transactions, 100(2).",oceania,australia,townsville,-19.2589635,146.8169483,tropical savanna,office,air conditioned,1993,15,yes,no,yes,Australia/Brisbane,rp884,942940-99999,5500,1
111,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,39,yes,no,yes,America/Toronto,rp884,NA,NA,1
112,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1
113,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,42,yes,no,yes,America/Toronto,rp884,713715-99999,3692,1
114,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,6,yes,no,yes,America/Toronto,rp884,NA,NA,1
115,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,39,yes,no,yes,America/Toronto,rp884,NA,NA,1
116,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1
117,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,41,yes,no,yes,America/Toronto,rp884,NA,NA,1
118,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,44,yes,no,yes,America/Toronto,rp884,NA,NA,1
119,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,41,yes,no,yes,America/Toronto,rp884,713715-99999,3692,1
120,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,713715-99999,3692,1
121,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,31,yes,no,yes,America/Toronto,rp884,NA,NA,1
122,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1994,40,yes,no,yes,America/Toronto,rp884,NA,NA,1
123,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,37,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
124,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
125,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
126,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,38,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
127,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
128,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
129,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,44,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
130,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
131,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,40,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
132,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,30,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
133,no,Giovanna Donnini,"Donnini, G. et al (1996) Field Study of Occupant Comfort and Office Thermal Environments in a Cold Climate: Final Report. ADN Inc., Montreal, Quebec, Canada.",americas,canada,montreal,45.5016889,-73.567256,continental subarctic,office,air conditioned,1995,39,yes,no,yes,America/Toronto,rp884,716120-99999,189,1
134,no,Richard de Dear,https://doi.org/10.1007/BF01041840,asia,singapore,singapore,1.352083,103.819836,wet equatorial,office,air conditioned,1986,235,no,no,yes,Asia/Singapore,rp884,NA,NA,1
135,no,Richard de Dear,https://doi.org/10.1007/BF01041840,asia,singapore,singapore,1.352083,103.819836,wet equatorial,office,naturally ventilated,1987,583,categorical,no,yes,Asia/Singapore,rp884,NA,NA,1
136,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,air conditioned,1988,395,yes,no,yes,Asia/Bangkok,NA,484550-99999,7517,1
137,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,naturally ventilated,1988,193,yes,no,yes,Asia/Bangkok,rp884,484550-99999,7517,1
138,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,naturally ventilated,1988,173,yes,no,yes,Asia/Bangkok,rp884,484550-99999,7517,1
139,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,naturally ventilated,1988,25,yes,no,yes,Asia/Bangkok,rp884,484550-99999,7517,1
140,no,John Busch,https://doi.org/10.1016/0378-7788(92)90016-A,asia,thailand,bangkok,13.7563309,100.5017651,tropical savanna,office,air conditioned,1988,381,yes,no,yes,Asia/Bangkok,NA,NA,NA,1
141,no,Nick Baker,https://doi.org/10.1016/0960-1481(94)90120-1,europe,greece,athens,37.9838096,23.7275388,mediterranean,office,naturally ventilated,1993,409,no,no,yes,Europe/Athens,rp884,167160-99999,11352,1
142,no,Nick Baker,https://doi.org/10.1016/0960-1481(94)90120-1,europe,greece,athens,37.9838096,23.7275388,mediterranean,office,naturally ventilated,1994,276,no,no,yes,Europe/Athens,rp884,167160-99999,11352,1
